,food_id,food_name,food_group,food_subgroup,source_name,nutri_score,nutri_score_category,hasQuality
774,700,Curry powder,Herbs and Spices,Herb and spice mixtures,Proteins,4,C,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminK1', 'high_vitaminB6', 'high_vitaminB11']"
775,701,Other candy,Confectioneries,Candies,Proteins,14,D,"['high_iron', 'high_vitaminEGamma', 'high_vitaminB5']"
776,702,Meringue,Confectioneries,Other confectioneries,Proteins,23,E,[]
777,704,Other animal fat,Fats and oils,Animal fats,Proteins,-3,A,['high_vitaminB5']
778,707,Cocoa powder,Cocoa and cocoa products,Cocoa products,Proteins,9,C,"['high_potassium', 'high_iron', 'high_vitaminB5']"
779,709,Chocolate,Cocoa and cocoa products,Cocoa products,Proteins,23,E,"['high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB8']"
780,710,Hot chocolate,Cocoa and cocoa products,Cocoa products,Proteins,0,B,"['high_vitaminB5', 'high_vitaminB8']"
781,711,Dried milk,Milk and milk products,Other milk products,Proteins,-1,A,"['high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB8']"
782,712,Milk (Other mammals),Milk and milk products,Unfermented milks,Proteins,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
783,713,Kefir,Milk and milk products,Fermented milks,Proteins,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
784,714,Buttermilk,Milk and milk products,Fermented milks,Proteins,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
785,715,Other fermented milk,Milk and milk products,Fermented milks,Proteins,-2,A,"['high_vitaminB5', 'high_vitaminB8']"
786,716,Soy sauce,Soy,Soy products,Proteins,8,C,"['high_sodium', 'high_vitaminB5']"
787,717,Miso,Soy,Soy products,Proteins,8,C,"['high_sodium', 'high_phosphorus', 'high_vitaminK1', 'high_vitaminB5']"
788,718,Tofu,Soy,Soy products,Proteins,-1,A,['high_vitaminB5']
789,721,Zwieback,Cereals and cereal products,Leavened breads,Proteins,19,E,"['high_vitaminB5', 'high_vitaminB11']"
790,722,Roe,Aquatic foods,Roe,Proteins,5,C,"['high_sodium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5']"
791,723,Cichlidae (Tilapia),Aquatic foods,Fishes,Proteins,-5,A,"['high_vitaminD3', 'high_vitaminB5']"
792,724,Icing,Confectioneries,Other confectioneries,Proteins,26,E,"['high_vitaminEGamma', 'high_vitaminB5']"
793,725,Snack bar,Snack foods,Snack foods,Proteins,24,E,"['high_calcium', 'high_iron', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
794,726,Green turtle,Aquatic foods,Other aquatic foods,Proteins,-5,A,[]
795,727,Energy drink,Beverages,Nutritional beverages,Proteins,0,B,"['high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6']"
796,728,Burrito,Dishes,Tex-Mex cuisine,Proteins,11,D,['high_vitaminB5']
797,729,Hamburger,Dishes,Sandwiches,Proteins,19,E,"['high_vitaminB5', 'high_vitaminB11']"
798,730,Baked beans,Dishes,Other dishes,Proteins,5,C,['high_vitaminB5']
799,731,Chili,Dishes,Tex-Mex cuisine,Proteins,5,C,['high_vitaminB5']
800,732,Taco,Dishes,Tex-Mex cuisine,Proteins,10,C,['high_vitaminB5']
801,733,Tortilla,Cereals and cereal products,Flat breads,Proteins,4,C,"['high_phosphorus', 'high_vitaminB5']"
802,734,Nachos,Dishes,Tex-Mex cuisine,Proteins,18,D,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB5']"
803,735,Processed cheese,Milk and milk products,Fermented milk products,Proteins,20,E,"['high_sodium', 'high_calcium', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5']"
804,736,Salad,Dishes,Other dishes,Proteins,3,C,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
805,737,Cream substitute,Baking goods,Substitutes,Proteins,12,D,['high_vitaminB5']
806,738,Dulce de leche,Confectioneries,Spreads,Proteins,-3,A,"['high_calcium', 'high_vitaminB5']"
807,739,Topping,Baking goods,Baking goods,Proteins,22,E,['high_vitaminB5']
808,740,Sweet custard,Confectioneries,Milk desserts,Proteins,-2,A,['high_vitaminB5']
809,742,Egg roll,Dishes,Asian cuisine,Proteins,13,D,"['high_vitaminK1', 'high_vitaminB5', 'high_vitaminB11']"
810,743,Heart of palm,Vegetables,Other vegetables,Proteins,1,B,['high_vitaminB5']
811,744,Popcorn,Snack foods,Snack foods,Proteins,8,C,"['high_phosphorus', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminB5']"
812,745,Potato chip,Snack foods,Snack foods,Proteins,26,E,"['high_sodium', 'high_potassium', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
813,746,Tortilla chip,Snack foods,Snack foods,Proteins,21,E,"['high_vitaminEAlpha', 'high_vitaminB5']"
814,747,Corn chip,Snack foods,Snack foods,Proteins,24,E,"['high_vitaminB2', 'high_vitaminB5']"
815,748,Hibiscus tea,Teas,Herbal teas,Proteins,1,B,"['high_iron', 'high_vitaminB1']"
816,749,Stew,Dishes,Other dishes,Proteins,9,C,['high_vitaminB5']
817,750,Gelatin dessert,Confectioneries,Desserts,Proteins,13,D,['high_vitaminB5']
818,751,Junket,Confectioneries,Milk desserts,Proteins,3,C,['high_vitaminB5']
819,752,Falafel,Dishes,Other dishes,Proteins,-2,A,"['high_vitaminB5', 'high_vitaminB11']"
820,753,Frybread,Dishes,Other dishes,Proteins,22,E,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
821,754,Other frozen dessert,Confectioneries,Frozen desserts,Proteins,5,C,['high_vitaminB5']
822,755,Lasagna,Dishes,Pasta dishes,Proteins,6,C,['high_vitaminB5']
823,756,Morchella (Morel),Vegetables,Mushrooms,Proteins,-3,A,"['high_iron', 'high_vitaminB5']"
824,757,Pancake,Dishes,Other dishes,Proteins,20,E,"['high_sodium', 'high_potassium', 'high_vitaminB5', 'high_vitaminB6']"
825,758,Pectin,Baking goods,Baking goods,Proteins,11,D,['high_vitaminB5']
826,759,Pudding,Confectioneries,Desserts,Proteins,8,C,"['high_phosphorus', 'high_vitaminB5']"
827,760,Waffle,Dishes,Other dishes,Proteins,22,E,"['high_sodium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
828,761,Soy milk,Soy,Soy products,Proteins,1,B,['high_vitaminB5']
829,762,Meatloaf,Dishes,Ground meat,Proteins,16,D,"['high_sodium', 'high_vitaminB1', 'high_vitaminB5']"
830,763,Sake,Beverages,Fermented beverages,Proteins,0,B,[]
831,764,Cocktail,Beverages,Alcoholic beverages,Proteins,4,C,['high_vitaminB5']
832,765,Couscous,Dishes,Berber cuisine,Proteins,4,C,['high_vitaminB5']
833,766,Bulgur,Cereals and cereal products,Cereal products,Proteins,5,C,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
834,767,Coffee substitute,Baking goods,Substitutes,Proteins,12,D,"['high_potassium', 'high_iron', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5']"
835,768,Coffee mocha,Coffee and coffee products,Coffee products,Proteins,18,D,"['high_potassium', 'high_phosphorus', 'high_vitaminB5']"
836,769,Chimichanga,Dishes,Mexican cuisine,Proteins,0,B,['high_vitaminB5']
837,770,Semolina,Cereals and cereal products,Cereal products,Proteins,8,C,"['high_vitaminK1', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
838,771,Tapioca pearl,Baking goods,Baking goods,Proteins,14,D,['high_vitaminB5']
839,772,Tostada,Dishes,Mexican cuisine,Proteins,0,B,['high_vitaminB5']
840,773,Quesadilla,Dishes,Mexican cuisine,Proteins,19,E,"['high_sodium', 'high_calcium', 'high_phosphorus']"
841,774,Baked potato,Dishes,Potato dishes,Proteins,-2,A,['high_vitaminB5']
842,775,Hot dog,Dishes,Sandwiches,Proteins,2,B,"['high_sodium', 'high_vitaminB5']"
843,776,Spread,Baking goods,Baking goods,Proteins,28,E,"['high_sodium', 'high_vitaminEAlpha', 'high_vitaminK1', 'high_vitaminB5']"
844,777,Enchilada,Dishes,Mexican cuisine,Proteins,2,B,['high_vitaminB5']
845,778,Egg substitute,Baking goods,Substitutes,Proteins,3,C,"['high_sodium', 'high_potassium', 'high_calcium', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB11']"
846,779,Nutritional drink,Beverages,Nutritional beverages,Proteins,10,E,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminD3', 'high_vitaminEAlpha', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB6', 'high_vitaminB11']"
847,780,Other sandwich,Dishes,Sandwiches,Proteins,16,D,"['high_vitaminEGamma', 'high_vitaminB5']"
848,781,Ketchup,Baking goods,Condiments,Proteins,12,D,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
849,782,Breakfast sandwich,Dishes,Sandwiches,Proteins,19,E,"['high_vitaminEGamma', 'high_vitaminB2', 'high_vitaminB5', 'high_vitaminB11']"
850,783,Adobo,Baking goods,Seasonings,Proteins,24,E,['high_sodium']
851,784,Macaroni and cheese,Dishes,Pasta dishes,Proteins,9,C,['high_vitaminB5']
852,785,Butterfat,Milk and milk products,Other milk products,Proteins,0,B,"['high_vitaminD3', 'high_vitaminB5']"
853,786,Horned melon,Gourds,Gourds,Proteins,-1,A,['high_vitaminB5']
854,787,Hushpuppy,Dishes,American cuisine,Proteins,24,E,"['high_sodium', 'high_calcium', 'high_vitaminK1', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
855,788,Fruit juice,Beverages,Other beverages,Proteins,11,E,['high_vitaminB5']
856,789,Relish,Baking goods,Condiments,Proteins,10,C,"['high_vitaminK1', 'high_vitaminB5']"
857,790,Other fruit product,Fruits,Fruit products,Proteins,12,D,"['high_potassium', 'high_vitaminB5', 'high_vitaminB8']"
858,791,Fruit salad,Fruits,Fruit products,Proteins,0,B,['high_vitaminB5']
859,792,Soy yogurt,Soy,Soy products,Proteins,2,B,[]
860,793,Vegetarian food,Dishes,Other dishes,Proteins,5,C,"['high_vitaminEAlpha', 'high_vitaminB5']"
861,795,Cold cut,Dishes,Ground meat,Proteins,15,D,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
862,796,Mixed nuts,Nuts,Nuts,Proteins,10,C,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminB5']"
863,803,Phyllo dough,Baking goods,Baking goods,Proteins,18,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
864,804,Cooking oil,Baking goods,Baking goods,Proteins,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1']"
865,805,Pie crust,Baking goods,Wrappers,Proteins,29,E,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
866,806,Pie filling,Baking goods,Baking goods,Proteins,5,C,['high_vitaminB5']
867,807,Pie,Confectioneries,Desserts,Proteins,19,E,"['high_vitaminEGamma', 'high_vitaminB5']"
868,810,Ice cream cone,Baking goods,Wrappers,Proteins,18,D,['high_vitaminB5']
869,812,Cracker,Snack foods,Snack foods,Proteins,22,E,"['high_sodium', 'high_vitaminEGamma', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
871,814,Naranjilla,Fruits,Tropical fruits,Proteins,0,B,['high_vitaminB5']
872,815,Natto,Soy,Soy products,Proteins,3,C,"['high_potassium', 'high_iron', 'high_vitaminK1', 'high_vitaminB5']"
873,816,Ravioli,Dishes,Pasta dishes,Proteins,4,C,['high_vitaminB5']
874,817,Scrapple,Dishes,American cuisine,Proteins,17,D,['high_sodium']
875,818,Other pasta dish,Dishes,Pasta dishes,Proteins,2,B,"['high_vitaminB2', 'high_vitaminB5']"
876,819,Succotash,Dishes,American cuisine,Proteins,-2,A,['high_vitaminB5']
877,820,Tamale,Dishes,Latin American cuisine,Proteins,8,C,['high_vitaminB5']
878,822,Rice cake,Dishes,Asian cuisine,Proteins,10,C,"['high_phosphorus', 'high_vitaminB3']"
879,823,Tree fern,Vegetables,Other vegetables,Proteins,-2,A,['high_vitaminB5']
880,824,Evaporated milk,Milk and milk products,Other milk products,Proteins,-3,A,"['high_calcium', 'high_vitaminD3', 'high_vitaminB5']"
881,825,Flour,Cereals and cereal products,Cereal products,Proteins,24,E,"['high_sodium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
882,826,Akutaq,Confectioneries,Desserts,Proteins,14,D,['high_vitaminB5']
883,829,Pita bread,Cereals and cereal products,Flat breads,Proteins,12,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
884,830,Focaccia,Cereals and cereal products,Flat breads,Proteins,17,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
885,831,Bagel,Cereals and cereal products,Leavened breads,Proteins,12,D,"['high_iron', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
886,832,Other bread product,Cereals and cereal products,Bread products,Proteins,10,C,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
887,834,Piki bread,Cereals and cereal products,Flat breads,Proteins,11,D,"['high_potassium', 'high_iron', 'high_phosphorus', 'high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6']"
888,835,French toast,Cereals and cereal products,Leavened breads,Proteins,14,D,"['high_vitaminEGamma', 'high_vitaminB5', 'high_vitaminB6']"
889,836,Wheat bread,Cereals and cereal products,Leavened breads,Proteins,11,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB8']"
890,837,Rye bread,Cereals and cereal products,Leavened breads,Proteins,6,C,"['high_vitaminB5', 'high_vitaminB8']"
891,838,Oat bread,Cereals and cereal products,Leavened breads,Proteins,8,C,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
892,839,Potato bread,Cereals and cereal products,Other breads,Proteins,9,C,"['high_potassium', 'high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
893,840,Cornbread,Cereals and cereal products,Flat breads,Proteins,25,E,"['high_sodium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
894,841,Corn grits,Cereals and cereal products,Cereal products,Proteins,7,C,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
895,842,Multigrain bread,Cereals and cereal products,Leavened breads,Proteins,8,C,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
896,843,Rice bread,Cereals and cereal products,Leavened breads,Proteins,8,C,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
897,844,Pan dulce,Cereals and cereal products,Leavened breads,Proteins,19,E,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
898,845,Raisin bread,Cereals and cereal products,Sweet breads,Proteins,12,D,"['high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
899,846,Wonton wrapper,Baking goods,Wrappers,Proteins,14,D,"['high_vitaminB1', 'high_vitaminB3', 'high_vitaminB5', 'high_vitaminB11']"
900,848,Trail mix,Snack foods,Snack foods,Proteins,-3,A,"['high_potassium', 'high_phosphorus', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
901,849,Greenthread tea,Teas,Herbal teas,Proteins,0,B,[]
902,850,Fruit-flavor drink,Beverages,Other beverages,Proteins,13,E,['high_vitaminB5']
903,851,Vegetable juice,Beverages,Other beverages,Proteins,0,B,"['high_vitaminB5', 'high_vitaminB8']"
904,852,Horchata,Beverages,Other beverages,Proteins,14,E,"['high_iron', 'high_vitaminB5']"
905,853,Soft drink,Beverages,Other beverages,Proteins,0,B,[]
906,854,Frozen yogurt,Confectioneries,Frozen desserts,Proteins,6,C,['high_vitaminB5']
907,855,Milkshake,Confectioneries,Frozen desserts,Proteins,7,C,['high_vitaminB5']
908,856,Chocolate mousse,Confectioneries,Desserts,Proteins,13,D,['high_vitaminB5']
909,858,Pupusa,Dishes,Latin American cuisine,Proteins,11,D,"['high_vitaminEGamma', 'high_vitaminB5']"
910,859,Empanada,Dishes,Latin American cuisine,Proteins,17,D,['high_vitaminB5']
911,860,Arepa,Dishes,Latin American cuisine,Proteins,11,D,['high_vitaminB5']
912,861,Ascidians,Aquatic foods,Other aquatic foods,Proteins,5,C,['high_sodium']
913,862,Gefilte fish,Dishes,Jewish cuisine,Proteins,0,B,['high_vitaminB5']
914,863,Yellow pond-lily,Herbs and Spices,Herbs,Proteins,6,C,"['high_phosphorus', 'high_vitaminEAlpha', 'high_vitaminB5', 'high_vitaminB6']"
915,864,Fish burger,Dishes,Sandwiches,Proteins,17,D,[]
916,865,Other dish,Dishes,Other dishes,Proteins,-2,A,['high_vitaminB5']
917,866,Pot pie,Dishes,Other dishes,Proteins,11,D,['high_vitaminB5']
918,867,Stuffing,Baking goods,Baking goods,Proteins,21,E,"['high_sodium', 'high_iron', 'high_vitaminB1', 'high_vitaminB5', 'high_vitaminB11']"
919,868,Edible shell,Baking goods,Wrappers,Proteins,21,E,"['high_phosphorus', 'high_vitaminB5', 'high_vitaminB11']"
920,869,Fudge,Confectioneries,Candies,Proteins,23,E,['high_vitaminB5']
921,870,Candy bar,Confectioneries,Candies,Proteins,19,E,"['high_vitaminEGamma', 'high_vitaminB5']"
922,871,Condensed milk,Milk and milk products,Other milk products,Proteins,-3,A,"['high_calcium', 'high_phosphorus', 'high_vitaminB5']"
923,872,Margarine,Fats and oils,Vegetable fats,Proteins,8,C,"['high_sodium', 'high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
924,873,Margarine-like spread,Fats and oils,Vegetable fats,Proteins,3,C,"['high_vitaminEGamma', 'high_vitaminK1', 'high_vitaminB5']"
925,874,Hummus,Dishes,Levantine cuisine,Proteins,8,C,['high_vitaminB5']
926,876,Potato puffs,Dishes,Potato dishes,Proteins,17,D,['high_vitaminB5']
927,877,Potato gratin,Dishes,Potato dishes,Proteins,6,C,['high_vitaminB5']
928,878,Milk substitute,Baking goods,Substitutes,Proteins,-1,A,[]
1126,277,Spirit,Beverages,Distilled beverages,Carbohydrate,0,B,[]
1127,279,Other alcoholic beverage,Beverages,Alcoholic beverages,Carbohydrate,0,B,[]
1347,650,Madeira wine,Beverages,Fortified wines,Carbohydrate,0,B,[]
1376,685,Water,Beverages,Waters,Carbohydrate,0,A,"['high_vitaminB5', 'high_vitaminB6']"
1479,809,Soy cream,Soy,Soy products,Carbohydrate,0,B,[]
1481,811,Molasses,Baking goods,Baking goods,Carbohydrate,0,B,"['high_potassium', 'high_iron', 'high_vitaminB5', 'high_vitaminB6']"
1565,29,Rape,Vegetables,Root vegetables,Fatty acids,0,B,['high_vitaminEAlpha']
1857,431,Spotted seal,Aquatic foods,Pinnipeds,Fatty acids,0,B,['high_vitaminEAlpha']
1985,574,Atlantic menhaden,Aquatic foods,Fishes,Fatty acids,0,B,[]
2015,605,Oil palm,Herbs and Spices,Oilseed crops,Fatty acids,0,B,['high_vitaminEAlpha']
2029,620,Thistle,Vegetables,Root vegetables,Fatty acids,0,B,['high_vitaminEAlpha']
2088,703,Lard,Fats and oils,Animal fats,Fatty acids,0,B,['high_vitaminD3']
2090,706,Cocoa butter,Cocoa and cocoa products,Cocoa products,Fatty acids,0,B,['high_vitaminK1']
2175,797,Canola,Herbs and spices,Oilseed crops,Fatty acids,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminK1']"
2176,798,Babassu palm,Herbs and Spices,Oilseed crops,Fatty acids,0,B,['high_vitaminEAlpha']
2177,799,Cupuau,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2178,800,Shea tree,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2179,801,Oil-seed Camellia,Herbs and Spices,Oilseed crops,Fatty acids,0,B,[]
2186,808,Shortening,Fats and oils,Vegetable fats,Fatty acids,0,B,"['high_vitaminEAlpha', 'high_vitaminEGamma', 'high_vitaminEDelta', 'high_vitaminK1', 'high_vitaminB5']"
2230,857,Dripping,Fats and oils,Animal fats,Fatty acids,6,C,['high_vitaminD3']
7923,639,Vodka,Beverages,Distilled beverages,Energy,0,B,[]
7926,642,Gin,Beverages,Distilled beverages,Energy,0,B,[]
7930,646,Rum,Beverages,Distilled beverages,Energy,0,B,[]
8145,666,Salt,Baking goods,Seasonings,Ash,10,C,['high_sodium']
8184,891,Coffee and coffee products,Coffee and coffee products,Coffee and coffee products,Ash,0,B,[]
8220,888,Cereals and cereal products,Cereals and cereal products,Cereals and cereal products,Ash,0,B,[]
8272,334,Chicken,Animal foods,Poultry,Ash,-3,A,"['high_iron', 'high_vitaminK1', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB8']"
8296,505,Turkey,Animal foods,Poultry,Ash,4,C,"['high_sodium', 'high_vitaminB5', 'high_vitaminB8']"
8390,483,"Sheep (Mutton, Lamb)",Animal foods,Ovis,Ash,-5,A,"['high_vitaminB3', 'high_vitaminB8']"
8599,896,Fishes,Aquatic foods,Fishes,Ash,0,B,[]
8898,438,Pheasant,Animal foods,Poultry,Ash,0,B,[]
8905,491,Squab,Animal foods,Poultry,Ash,0,B,[]
8908,378,Guinea hen,Animal foods,Poultry,Ash,0,B,[]
8913,430,Ostrich,Animal foods,Poultry,Ash,0,B,[]
8935,303,Bison,Animal foods,Bovines,Ash,0,B,[]
8996,884,Alcoholic beverages,Beverages,Alcoholic beverages,Ash,0,B,[]
9005,939,Black tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9006,940,Green tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9011,1021,Herbal tea,Teas,Teas,Carbohydrate,-9,A,"['high_phosphorus', 'high_vitaminB3', 'high_vitaminB5']"
9029,957,Red tea,Teas,Teas,Fat,-7,A,"['high_potassium', 'high_calcium', 'high_iron', 'high_phosphorus', 'high_vitaminB2', 'high_vitaminB3', 'high_vitaminB5']"
9041,60,Robusta coffee,Coffee and coffee products,Coffee,Proteins,8,C,"['high_potassium', 'high_vitaminB3', 'high_vitaminB5']"
9066,1019,White bread,Cereals and cereal products,Cereals,Proteins,14,D,"['high_vitaminB5', 'high_vitaminB8']"
9097,985,Sour cream,Milk and milk products,Other milk products,Proteins,0,B,[]
